"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0.1732,0,0,0,0,0,0.1722,0,0,0,0.3132,0.1778,0.1738,0,0,0.3342,0.135,0.1748,0.1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0.1174,0.1833,0,0,0,0.1247,0.1411,0.152,0.1832,0,0,0.1091,0,0,0,0.1115,0,0,0,0,0,0,0,0,0,0.1987,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0.1165,0,0.0838,0,0,0,0,0,0,0,0,0,0,0,0.1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.0638,0,0,0,0.2589,0.0999,0.0562,0,0.1565,0,0,0.1354,0.0856,0,0,0,0,0.0612,0,0.1101,0.0797,0,0.111,0,0.0905,0,0.1346,0.1415,0,0,0.1253,0,0.2341,0
"A_Rspct",0,0,0,0.0538,0,0,0,0,0,0.0687,0,0,0,0,0,0,0,0,0,0.0621,0,0.0749,0.054,0.0334,0,0.0464,0.0618,0.0597,0,0,0.0629,0,0,0
"A_Trust",0,0,0,0,0,0,0.0542,0,0,0.1112,0,0,0,0,0.0983,0,0,0,0,0,0,0,0.1234,0,0,0,0,0,0,0,0,0.1197,0,0
"C_Org",0.0105,0.0142,0,0.0168,0,0,0,0.0097,0,0,0.0206,0,0.0095,0,0,0,0,0,0.0105,0.013,0.0099,0.0218,0.0139,0.0073,0.0117,0,0.0194,0.0232,0.0215,0,0.0098,0.0111,0,0.0174
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1322,0,0,0,0.0888,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0.2669,0
"C_Rspnbl",0,0,0,0.1881,0,0,0.1169,0.121,0,0.1996,0,0,0,0,0,0,0,0,0,0,0,0,0.1494,0,0,0.1663,0,0.2161,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0.1439,0,0,0,0,0,0.0983,0,0,0,0,0,0,0,0.1071,0,0,0,0.1167,0,0.1262,0,0.1178,0,0,0
"N_Depr",0,0,0.1359,0,0,0,0.1469,0,0.1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2167,0.1861,0,0,0,0,0
"N_EmoVol",0.0454,0,0.0747,0,0,0,0,0.0505,0,0,0,0,0.058,0.066,0.1044,0,0.114,0,0.0702,0,0,0,0,0,0,0,0,0,0.1022,0,0.0736,0,0.1748,0
"O_IntCur",0,0,0,0.1302,0,0,0,0,0,0,0,0,0,0,0.1263,0,0.4214,0,0,0,0,0,0,0,0,0,0,0,0,0.1334,0,0.1405,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0.129,0.1377,0,0.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0.233,0
"O_CrtvImag",0,0,0.1426,0,0.2001,0,0,0.1179,0,0,0,0.3264,0,0,0,0,0.2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0.123,0.2634,0
"angry",0,0.0775,0,0.0784,0,0,0,0,0,0,0.1033,0,0.1904,0,0,0,0,0,0,0.095,0,0,0,0.0494,0,0,0,0,0,0,0,0,0,0.1422
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686,0,0,0,0,0,0,0,0,0,0.1418,0
