"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.286,0,0,0.2589,0,0,0,0,0,0,0,0,0,0,0,0,0.2171
"E_Assert",0,0,0,0,0,-0.8267,0,0,0,-0.3943,0,0,0,-0.2585,0,0,0,-0.625,0.0698,0,0,0,0,-0.3783,0.6405,0.1557,0,0,0.6567,0.429,0,0,0,0
"E_EnerLev",0.3608,0,0,0,-0.2094,0,0,0,0,0,0,0,0,0,0.2026,0,0,0,0,-0.2705,-0.2188,0,0.2337,0,0,0,0,0,0,0,0.1996,-0.2073,-0.2853,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.1595,0,0,0,0,0,0,0,-0.1156,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.2017,0.2829,0,0,0,0,0,0,-0.331,0,0,0,-0.2092,0,0,0,-0.3518,0,0,0,-0.355,0,0.3613,-0.2195,0,-0.3497,0,0,0,0,0,0,0
"A_Trust",0,0.9333,0,0,0,0,0,0.3834,0,0,0,0,0,0.3041,0,-0.3418,0,0,0,0,0,-0.261,-0.2408,0,0,-0.5381,0,-0.5171,0,0,-0.3114,0,0,0
"C_Org",0,0,0.2919,0.3483,0.3277,-0.4618,0,0,0,0,0.489,0,0,0,0,0,0.535,0,0,0,0,0,0,0.2824,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1039,-0.2124,0,0.2256,0,0.1379,0.2899,0.1306,-0.2635,-0.1065,0.3586,-0.1798,0,0,-0.3792,0,-0.3504,0,0
"C_Rspnbl",0,0,0,0.2368,0,0,0,0,0,0,0,0,0,-0.2114,0,0,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.2021,0,0,0,0,0,0,0,0.2776,0,0,0,0,0,0,-0.2319,0,0,0,-0.3747,0,0,0.3445,0,0.1652,0,0,0,-0.2212,0.2807,0,0
"N_Depr",0.2649,0,-0.2427,0,0,-0.3213,0,0,0,0,0,0,0,0.2262,0,0,0.7216,0,0,0,0,0,0.5407,0,0,0,0,0.2116,0,0,-0.181,-0.3486,0,-0.3647
"N_EmoVol",0,0,0,0,-0.645,0,0.6021,0,0,0,0,0,0,-0.1694,0,0,0.5722,-0.2868,-0.4644,0,0.5092,0,0,0.197,0,-0.6411,0,0,0.1041,0,-0.3892,-0.2874,0,0
"O_IntCur",0,0,0,0,0,0,-0.1777,0,0,0,0,0,0,-0.2207,0.7806,0,0,0,0,0,-0.258,0,0,0.7169,0,0,0,0,0.4492,0.3185,0.5957,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2383,0,0,0.1086,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,-0.7717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1519,0,0
"angry",0,0,0,0,0,0,-1.0173,0,0,0,0,-0.8814,0,0,0,0,0,0,0,0,0,0,-0.3741,0,0,0,0,0,0,0,0,0,0,0.0503
"argument",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1928,0,0.432,0.3456,0,0,0,-0.2341,0,0,0,0,-0.2717,0,0,0,0,0.1745,-0.2565,0
