"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","argument","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","argumentlag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0.1995,0,0,-0.2263,0,0,0,0,0,0,0.2731,0,0,0,-0.2758,-0.2368,0,0,0,0,0,0,0,-0.5384,0.2375,0,0
"E_Assert",0.3073,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0.1106,0.1134,0,0,0,0.312,0,0.3126,0,0,-0.2022,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,-0.8093,0.303,0,-0.1487,0,0,0,0,0.1006,0.3832,0,0,0,-0.4247,0,0.0217,0,0,0,-0.0101,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209,-0.3167,-0.1956,-0.1599,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0.4834,0,-0.4222,0,0,0,-0.3478,0,0,0.187,0,0,-0.083,0,0.5855,0,0,0,-0.3884,0,0.3451,-0.1122,0,0,0,0,0.1999,0,0,0.232,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0.304,-0.1412,0,0,0,0,0,0,0,0,0,0.2379,0,0,-0.3441,0.2751,0.4436,-0.589,0.3239,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2665,0,0.2423,0,0,-0.3093,0.3864,0,0.2803,0,0,0,0,0,0,0,0,-0.3421,0.537
"C_Prdctv",0,0,0,0,0.2217,0,0,0,-0.0028,0,0,0.4735,0,0,0.1954,0.6179,0,0,0,0,0,0,0,0,-0.2624,0,0,0,0,-0.4237,0.2524,0.3645,0,0
"C_Rspnbl",0,0,0,0,0,0,-0.4433,0,0,0,0,0,0,-0.4464,0,0.3536,0,0,0,0,0,0,0,0,0,-0.2801,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0.118,0,0,0.4305,0,0,0,0,0,0,0,0,0.4065,0,0,0,0,0,-0.3403,0.2424,0,0,0.2454,0,0.1982,0,0,0,0,0
"N_Depr",0,-0.1339,0,0,0,0,0.3299,0,0,0.3362,0,0.4196,-0.289,0.4213,0,0,0.0809,0,0,0.4551,0.1095,-0.377,0,-0.7235,-0.229,0,0.3513,-0.2807,0.5606,0,-0.0623,0.5401,0,-0.0105
"N_EmoVol",0,0,0.8972,0.7807,-0.3102,0,0,-0.3163,0,0,0,0,1.1678,0,0,0,0,0,0.8855,0,0,0,0,0,0.5782,0,0,0,0.1237,0,0,0,0,0
"O_IntCur",0,-0.2761,0.1516,0,0.6705,0.4986,0.8758,-0.8968,0,0,0,-0.5013,0,0,-0.6039,0,0,-0.0193,0.3761,0,0,0,0.592,-0.2549,-0.1547,-0.654,-1.3014,-0.36,0,-0.5668,-0.245,0,0.9136,0.2981
"O_AesSens",0,-0.3271,0,0.2425,0,0,0,0,0.8592,0,-0.958,0,0,0,0,0,0.6016,0.5908,0,0.3401,0,0,0.4318,0,0,0,0,0,0,-0.1926,-0.5075,0,0,0.7743
"O_CrtvImag",-0.3733,0,0,0,0,0,0.3614,0,0,0,0,0,0,-0.203,0,0,0,0,0,0.2947,-0.2067,0,0,0.1865,0,-0.2779,-0.3985,0,0,-0.1604,0,0.0243,0,0
"angry",0,-0.2282,0,0,0,-0.2654,0,0,0,0,0,0,0,0,-0.2632,0,0,0,0.5264,0,0,0,0,0,0,0,0,-0.2663,0,0,0,0,0,0.0991
"argument",-0.1812,-0.2626,0,0,0,0,0,0,0,0,0,0,0,0.4045,0,0,0,0,0,0,0.3212,0,0,0,0,0,0,0,0,0.1952,0,0,0.2666,0
