"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.6894,0,0,0,0,0,0,0,0,0,-0.0805,0,0.1691,0.4552,0,0,0,0,0,0,0
"E_quiet",-0.3752,0,0,0.1863,-0.4777,-0.1787,0,0.5209,0,0,0,0,0.3694,0,0,0,0,0.6068,0,0,0,0
"C_lazy",0,0,0,0,0,0,-0.3013,-0.1958,0,0,0,-0.5524,0,0.0748,0.2743,0,0,0,0,0.3372,-0.3948,0.8168
"N_relaxed",-0.4006,0.005,0,0,0,0.8646,-0.019,0.6374,0,-0.8356,-0.3738,0,0,0.6591,0.9037,-0.5769,0.1202,0,0,0,0.2131,0
"N_depressed",0.4531,0,0.4412,0,-0.0863,0,0.1705,0,0,0,0,0,0,0,0,0,0,0.1155,0,0.3392,0,-0.4467
"E_outgoing",0,0,0,0.3711,0,0.5463,0,0,0,-0.3481,0,0,0,0,0,0.0039,0,0,0,0.0259,-0.6135,0
"A_kind",0,-0.3729,0,-0.5122,-0.2059,0,-0.3393,-0.481,0,0.7341,0,0,-0.4225,0,0,0,0.221,0.4226,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1682,0,0,0,0
"N_worried",0,0,0,0,-0.2433,0,0,0,0,0,1.1711,0,0,0,0,0,0,0,-0.1899,0,0,0
"self_esteem",0.5037,0,0.8989,0,1.6838,-1.3747,0,0,0.3727,0,0,0,0,0,0,0.451,-0.8458,0,0,0,2.3865,0
"negEmo",0,0,0,0,0,0,0,0,0,0.5359,0,0,0,0,0,0,0,0,0,0,-0.273,0.0043
