"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.3417,0,0,0.2458,0,0,0.4641,0,0,0,-0.3123,0,0,0,0,0,-0.2826,0,0,0,0
"E_quiet",0,0,0,0,0,-0.649,0,0,0,0,0,0,-0.0361,0,0,0,0,0,0,0,0,0
"C_lazy",0,0.148,0,0,0,0,0,-0.1622,0,0,-0.2115,0,0.3078,-0.0179,0,0,0.5487,0,0,0.1903,0,0
"N_relaxed",0.2486,-0.1059,-0.1142,0,0,0,0,-0.6673,0,0,-0.5437,0,-0.5206,0,-0.5687,0,0,0,0,-0.4719,0,0
"N_depressed",0.491,0,0,0,0,0,0,0,0,0.2842,0,0,0,0,0,0,0,0.1646,0,0.4879,-0.5217,0
"E_outgoing",0,0.3417,0,0,0,-0.1941,-0.7641,0,0,0,0,0,0,0,0.5946,-0.6985,0.1949,0,0,0,0,0
"A_kind",0,0,0,0,0.4366,0,0,0,0,0,-0.2745,0,0,0.3653,0,0,0.0341,0,0,0.1785,0,0
"C_reliable",0,0,-0.4546,0,0,0,0,0,0,-1.2086,0,0,0,0,0,0,0.5951,-0.1737,0,0,0,0
"N_worried",0,0,0,-0.1041,0,0,0,0,0,0,0,0,0,0,0,0,0.2156,0,0.1053,0,0,0
"self_esteem",-0.2875,0,0,0,0,0,0,0.6815,0,0,0,0,0.2466,0,0,0,0.3547,-0.3417,0,0,-0.2875,0
"negEmo",0.264,0,0,0,0,0,0,0.3139,0,0,0,0,-0.2557,0,0,0,0,0,0,0,0,0.0409
