"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0.1,0.0717,0.0862,0,0,0.093,0,0,0,0,0,0,0,0.067,0.0864,0
"E_quiet",0,0,0.1927,0.117,0.1637,0,0,0.1334,0,0,0.1196,0,0.1396,0,0,0,0,0,0,0,0,0
"C_lazy",0,0.8378,0,0.2441,0.2665,0,0,0,0,0.3978,0,0,0,0.2538,0,0,0,0,0,0,0,0
"N_relaxed",0.2031,0,0,0,0,0,0,0,0,0,0.1016,0,0,0.1179,0.1274,0,0,0.2044,0,0,0,0.121
"N_depressed",0,0,0,0,0,0,0,0,0,0.1301,0,0,0,0,0,0,0,0,0,0.1197,0,0
"E_outgoing",0.5945,0,0.3767,0,0,0,0,0,0,0,0,0,0.3091,0,0.2768,0.2061,0.2032,0.5623,0,0.3176,0,0
"A_kind",0.3696,0,0,0,0,0,0.2878,0,0,0,0,0,0,0,0.1566,0,0.1037,0,0,0.2077,0,0
"C_reliable",0,0.0934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658,0,0.1526,0,0.1187,0,0.1069
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914,0.0717,0,0,0.1136,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0.126,0
"negEmo",0,0,0,0,0,0.0735,0,0,0.1336,0.1502,0,0,0,0,0,0,0,0,0,0,0.1616,0.1148
