"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,-0.0125,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.6562,1.2471,0,0,0,0,0,0,0.0363,0,0.5923,0,0,0,0,0,0,0
"C_lazy",0,0,0,-2.2503,0,0,0,0,0,0,0,0,0,0.8384,0,0,0,0.8754,0,0,0,0
"N_relaxed",0,0,1.4443,0,0,0,0,0,0,-0.4157,0,0,0,0,-0.0491,0,0,0,0,0,0,-0.6022
"N_depressed",0,0,-0.1571,0,0,0.781,0,1.381,0,0.5475,0,0,0,0.3154,0,0,0,0.2412,0,-0.8041,0,-0.287
"E_outgoing",-0.2254,0,0,0.2981,0,0,0,0,0,0,0,0,0,0.2233,0,0.2302,-0.2855,-0.7279,0,0,-0.3074,0
"A_kind",0,-1.1696,0,0,-0.3958,0,0,0,0,0,0,0,0,0,0,0,0.2844,0,0,0,0,0
"C_reliable",0,0,0,0,0,-0.2482,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,-2.5108,0,0,0,2.4949,0,0,0,1.6938,0,-1.0806,0.7301,-1.2379,1.2971
"self_esteem",0,0,0,0,0,0,0,0.2819,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0
"negEmo",-0.2727,0.1274,-0.5178,0.136,0,0,0.1852,0,-0.1084,0.4212,0,0.2783,0,0.236,0,0,0,-0.3564,0,0,0,0.8261
