"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1236,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.2061,0,0,0.519,0,0,0.2881,0,0.1322,0,0,0,0,0,0.2645,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0.2647,0,0,0,0.117,0.1352,0.1358,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0.3597,0,0,0,0.0875,0,0.0918,0,0.1246,0,0.1514,0,0,0.2228
"N_depressed",0,0.0246,0,0,0,0,0.1002,0,0,0.0588,0,0,0,0,0,0.0299,0.0346,0,0.0497,0.0865,0,0
"E_outgoing",0.4499,0,0.1066,0,0,0,0.2824,0.2518,0,0,0,0,0,0,0.1328,0.1432,0,0,0,0.4009,0,0
"A_kind",0,0,0.0878,0,0,0,0.2483,0,0,0,0.1955,0,0,0,0.1183,0,0.1283,0,0,0,0.2249,0
"C_reliable",0,0,0,0,0,0,0,0,0.2475,0,0,0,0.0444,0,0,0,0.065,0.1223,0,0,0.0964,0
"N_worried",0,0.1481,0,0,0,0,0.1939,0,0,0.1548,0,0,0,0,0,0,0,0,0.1482,0.3094,0.1985,0
"self_esteem",0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.0488,0.053,0,0,0.1438,0,0,0.1063,0.0926
"negEmo",0,0,0.0509,0,0,0,0,0,0.1757,0,0,0,0,0,0,0,0,0,0,0,0.1387,0.136
