"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.039,0,0,0.2495,0,0,-0.1228,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1573,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0.8658,0,0,0,0.0719,0,0,0,0,0,-0.486,0.338,0
"N_relaxed",0.6868,0,0.4847,0,1.0425,-1.2804,0,-0.2321,-0.6263,0,-0.4182,0,-0.1527,0,-0.3826,0,0,0,0.2531,0.3124,-0.3751,0
"N_depressed",0,-0.2396,0.4051,0,0,0,0,0,0,0.506,0,0,0,0,0,0,0,0,0,-0.2055,0,0
"E_outgoing",0,-0.3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2228,0,0,0,0,0,0
"A_kind",0,0,0.3609,1.3935,-0.2756,0,0,0,0.7446,0,0,0,0,0,0,0,-0.4722,0,-0.9843,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,-0.3391,0,0,0,0,0,0,-0.0931,0,0,0,0
"N_worried",0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,0,0,0.0741,0,0,0
"self_esteem",0,0,-0.8825,0,-0.1203,0,0,0,0,0,0.8344,0,0,0,0,0,0,0,0.332,0.2665,0.0367,-0.6619
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226
