"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.1044,0,0,0,0,0,0,0.1218,0,0,0,0,0,0,0.068,0.0566,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0,0.1939,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1486,0,0.053,0,0,0,0,0,0
"N_relaxed",0.06,0,0,0,0,0.0221,0,0,0,0,0,0,0.0091,0,0.0426,0.025,0.0188,0,0.0727,0.0276,0,0
"N_depressed",0.0733,0.0299,0.1374,0,0.0783,0,0,0.0614,0,0,0,0,0,0,0,0.0751,0,0,0,0.0611,0,0.0526
"E_outgoing",0,0,0.1256,0,0,0,0,0,0,0.0425,0,0.083,0,0,0,0.0818,0,0,0,0.073,0,0
"A_kind",0.0818,0,0.1286,0,0.104,0,0.0471,0,0.0407,0,0,0,0,0,0,0,0.1034,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.0681,0,0,0,0,0,0,0,0.1142,0,0,0
"self_esteem",0,0.062,0,0,0,0,0.1085,0,0.1569,0,0,0,0,0,0,0,0,0,0,0,0.1156,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1178
