"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.3334,0,-0.4185,0,0.5161,1.2993,1.4383,0,0.8197,-1.5669,0.1073,-1.2738,0,0.0271,-0.9289,0,0.6873,0,-0.1662,0.4667,0
"E_quiet",0,0,0.0912,0.1937,-0.6125,-0.3333,0,-0.5918,0,0,0,0,0.0854,0,0,0,-0.2431,0,0.1056,0,-0.1322,0
"C_lazy",-0.0583,0,0,-0.3062,0,0,0,-0.1085,0,0,0,0,0.3139,0.7115,0.0913,0,0,-0.2323,0.3602,0,0.7702,0
"N_relaxed",-0.3796,0,-0.12,0,0.4085,-0.1027,0.3523,-0.6997,0.3374,0,0.3307,-0.1027,0,0,0.02,0,-0.4258,-0.0854,-0.375,0.7403,0,-0.049
"N_depressed",0,0,-0.743,-0.4463,0,0,6e-04,0,0,-0.2411,0,0,0,0.8391,0.3141,-0.1242,0.2396,0,0,0.1453,0,0
"E_outgoing",0,0,0,-0.1753,0,0.1957,0,0,0,0,0,0,0,0,0,-0.2273,0,0,0,-0.1346,0.1941,0
"A_kind",-0.2514,0,0,0,0,0,0.4015,0,0.089,0,0,0,0,0,0,0,-0.0288,0,0,0.0925,-0.1791,0
"C_reliable",-0.2399,0.0506,1.0018,0.0926,0,-0.1576,0,0.0855,0,0,-0.6194,-0.6459,-0.4603,-0.6129,-0.1273,-0.4234,-0.3,0.7981,-0.7384,-0.0029,-1.3725,0.3591
"N_worried",-0.1052,0,0.101,0.3993,-0.4775,0,0.0467,0,-0.0959,-1.0832,-0.1871,0.4922,0.2333,-0.2937,0.6045,0.1168,-0.2157,-0.4442,-0.428,-0.2439,-0.3424,0.5219
"self_esteem",0,-0.9417,0.7197,-0.3769,-0.7111,0,0,0,0,0,0,0,0.2768,0.0283,0,0.3843,0,0,0,0,-0.127,0.4459
"negEmo",1.1949,0.5245,0,0,0,0,0,-0.2169,0,0,0,0,-0.184,0,0,0,-0.5004,0,-0.3205,0.0216,0,0.0436
