"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0.1107,0,0,0.0758,0,0,0.0949,0.0687,0,0.1115,0,0,0,0
"E_quiet",0,0,0,0,0.1227,0,0,0.1188,0,0,0,0,0.1178,0.129,0,0,0,0.1925,0.1208,0,0,0
"C_lazy",0.1508,0,0,0.1312,0,0,0,0,0,0,0,0.1054,0.0829,0.1213,0.118,0.1117,0,0,0.0803,0,0.0873,0
"N_relaxed",0,0.1225,0.1513,0,0,0,0.2639,0,0.3123,0,0,0,0,0,0.1619,0,0,0,0.141,0,0.1638,0
"N_depressed",0.0108,0.0054,0,0.0127,0,0,0.0251,0,0,0,0,0.0056,0,0,0.0085,0.0099,0.0045,0,0.0146,0.0129,0.0118,0
"E_outgoing",0.2378,0,0,0,0,0,0,0,0,0.2119,0,0,0,0,0,0.2033,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0.1619,0.1178,0,0,0,0,0,0,0,0,0.1063,0,0,0,0,0
"C_reliable",0,0.0536,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0.0908,0,0,0.0682,0
"N_worried",0,0,0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1213,0,0,0
"self_esteem",0,0,0,0,0.1824,0,0.2478,0.1219,0,0,0,0,0,0,0,0,0.1334,0,0,0,0.1947,0
"negEmo",0.172,0,0.1434,0,0,0,0,0.0965,0.1425,0,0,0.109,0.0961,0.09,0,0.118,0.0895,0,0,0,0,0.1155
