"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.2798,-0.0027,0,0,0,0,-0.351,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0.2145,0,0,0,0,0.2676,0.1962,0,0.4711,0,0.0717,-0.3354,0,0,0,0,0,-0.4517,-0.1385,0.4257
"C_lazy",0,0,0,1.0591,-0.5408,0,0,0,0,0.4757,0,0.3282,0,0.2358,0,0.2121,0,-0.436,0.2819,0,0,0.3404
"N_relaxed",0,0,-1.3295,0,0,0,0,-0.6531,0,0,0,0,0.1709,1.2583,-1.0591,1.2016,0.1776,0,-0.4793,0,0,-1.3915
"N_depressed",0.4335,0,-0.2265,0,0,0.3872,0.3559,0.6875,0,0,0,0,0,0,0,0,0,0,0,-0.1309,-0.2353,0
"E_outgoing",-0.4512,-0.1574,0,0,0,0.1955,0,0,0,0.2784,0.3588,0,0,0,0,-0.4336,0.467,0,0,-0.6427,0.4796,0.1309
"A_kind",0,0,-0.1224,0,0,0,-0.325,-0.6433,0,0,0,0.5127,0,0,0,0,0.2615,0,0,0.5056,0,0
"C_reliable",0,0,0,0,0.3951,0,0,-0.4243,0,0,0,0,0,0,0,0,0,0.0972,0,0,0,0
"N_worried",0,0,0,0,-0.4211,0,0,0,0,0,0,0.4707,0,0,0,0,0,0,0.1983,0.2431,0,0
"self_esteem",0,0,0,0.6616,0,0.287,0,0,0,0,0.1782,0,0,0,0,0,0.1779,0,0.8496,0,-0.1891,0
"negEmo",0,0,-0.0909,0,0,0,0,0,0,0,0,-0.2072,0.4046,0,0,0,0,0,0,0.3992,0,-0.3122
