"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.0574,0,0,0,0.1579,0,0,0,0,0,0.1744,0,0,0.1016,0.0598,0,0,0,0,0,0.0775
"E_quiet",0,0,0,0.1802,0,0,0,0,0,0,0,0,0.1127,0,0.203,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212,0.0784,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0.1544,0.3025,0,0.0977,0.1383,0,0.1584,0.1393,0,0.1466,0,0
"E_outgoing",0,0.0885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1044,0,0,0,0,0,0
"A_kind",1.3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2766,0,0,0,0,0
"C_reliable",0,0,0.0647,0.1158,0,0,0,0,0,0,0,0,0,0,0,0,0.1188,0.1222,0,0,0,0
"N_worried",0,0,0.0847,0,0,0,0,0,0,0,0,0,0.0908,0.0884,0,0,0,0,0.1157,0,0.1232,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127,0,0,0,0,0.1315,0.1244
"negEmo",0,0,0,0,0.0946,0,0,0.095,0.1476,0,0,0,0,0,0,0,0,0,0,0,0.1176,0.1075
