"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0.3594,0.4527,0,0,0.0417,0,0,0,0,0,-0.2149,0,0,0,0
"E_quiet",0,0,0,0,0,0.1861,0,0.2519,0,0,0,0,0.1621,0,0,0,0,0,-0.2669,0,-0.2525,0
"C_lazy",0,0,0,0,0,0.2684,0,0,0,0,0,0,-0.2626,-0.1322,0,0.4032,0,0,0,0.2797,0,0
"N_relaxed",0.4384,0,-0.2307,0,0,0,0,0,0,0,0,0,0,-0.3131,0.2523,0,0.5956,0.3798,0,0,0,-0.3787
"N_depressed",0,0,0,-0.6456,-0.4357,0,0,0,0,-0.7019,0,0,0,0,0,0,0.5344,0,0.2159,0.3959,0,-0.6766
"E_outgoing",0.202,0,0,0,0,0,0,-0.3736,0,0,0,0,0,0,0,-0.0949,0,0,0,0,0,0
"A_kind",0,0,0,-0.2034,0.3729,0,0,0,0,0,0.3451,0,0,0,0,0,-0.0031,0,0.223,0,0,0
"C_reliable",0,-0.2456,-0.3319,0,0,0,0,0,-0.1739,0,0,0.2175,0,0,0,0,-0.3693,0.0749,0,0,0,0
"N_worried",0,0,0,-0.5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987,0,0,0
"self_esteem",0,0,0,0,0,0,0,0.3531,0.7453,0,0,0,0,-0.4352,0,0,0.3332,0,0,0,0.1084,-0.2724
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253
