"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0986,0.0157,0,0,0.0223,0.0252,0,0,0,0,0
"E_quiet",0,0,0,0,0.1608,0.2474,0,0,0,0.4118,0,0,0.1087,0,0,0,0,0,0.2779,0,0.3389,0.1875
"C_lazy",0,0,0,0.0833,0,0,0.0898,0,0,0.161,0,0.2804,0,0.0669,0,0,0.0719,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0.0636,0,0,0,0,0,0,0.0414,0,0.1028,0,0,0,0,0,0,0
"N_depressed",0,0.0591,0,0,0.0599,0,0,0,0,0,0.1115,0.3552,0.0434,0,0,0,0,0,0,0.1011,0,0.1302
"E_outgoing",0,0.3318,0,0,0,0,0,0,0.3774,0,0,0,0,0,0,0.2006,0,0,0,0,0.5551,0
"A_kind",0.0467,0,0.0399,0.0154,0.0108,0,0.0189,0,0,0.0203,0,0.0324,0.0095,0,0,0.0169,0.0142,0,0,0.0119,0.036,0
"C_reliable",0.0109,0.0016,0,0.0029,0.0023,0.0045,0,0,0,0,0,0.0112,0.0018,0,0,0.003,0.0034,0.0048,0,0,0.0044,0.0034
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1169,0.0924,0,0
"self_esteem",0,0,0.3397,0,0,0,0,0,0,0,0.1666,0,0,0,0,0,0,0,0,0,0.1868,0
"negEmo",0.2945,0.0555,0,0,0.0612,0,0,0,0,0,0,0.3129,0,0,0,0,0,0,0,0,0,0.0892
