"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0.1099,0.2631,0,0,-0.0127,0,0,0,0,0,0,0,0,0,0
"E_quiet",-0.2522,0,-0.7221,0.1266,-0.7761,-0.2833,-0.5174,0.2943,0.2809,-0.051,0,-0.1606,-0.3351,-0.449,0.5428,-0.5063,0,-0.1838,0,0.371,-0.1253,0
"C_lazy",0,1.3462,0,0,0,0,0,0.7955,0,-0.1307,-0.5204,0,0,-0.1731,0,0,0,0,0,0.1824,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0.1304,0,-0.5357,0,0,0,-0.1605,0,0,0,0,0.2643,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0.1942,-0.0934,0,0.1697,-0.2431,0,0,0,0.6437,0.4269,0.3272,-0.5731
"E_outgoing",0,0.0029,0,0,0,0,0.3436,0,0.6852,0,0,0.4527,0,0,0,-0.3837,0,0,-0.5097,0,-0.2152,0
"A_kind",0,0,0,0,-0.403,0,0.3486,0,0,0,0.1973,0.4569,0,0,0,0,-0.1391,0,0,0,0,0
"C_reliable",0,0.7613,0,0,0,0,0,0,0,0,0,0.0358,-0.2299,0,0,0.3668,-0.4854,-0.3407,0.1606,0,0,0
"N_worried",0,0,-0.4699,0,0,0,0,0,0,0,0.3784,0,0,0.2878,0,0,0,0,-0.071,0,0,0
"self_esteem",0.1258,0,0,0,0,0.1607,0,-0.4101,0,0,0,0,0,0,0,0,0,0,-0.2323,0,0.131,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0.2145,0,0.5086,0,0,0,0,0,0,0.4121
