"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,-0.8736,0,-0.6566,0,0,0,0,0,0,0,0.0527,0,0,0,0,0,0,0,-0.5216,0
"C_lazy",0,0.9366,0,0,0,0,0,-0.3046,-0.3762,0,0,0,0,0.1996,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,-0.2749,0,0,0,0,0,-0.0496,0,0,0,0,0,0,0
"N_depressed",0.1865,0,0,0,0,0,-0.3181,0,0,0,0,0,0,0,0,0,0,0,0,0.0721,0,0
"E_outgoing",0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0.0131,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1217,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2243,0,0,0,0
"N_worried",0,0,0,-0.2415,0,0,0,0,0,0,0,-0.3515,0,0,0,0,0,0,-0.0044,0,0,0
"self_esteem",0,0.3516,0,-0.2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1969,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166
