"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.4657,0,0,0,0,0,0,0,0,0,-0.2281,0,0,0,-0.2666,0,-0.2185,0,0,0,0.3461
"E_quiet",0.1563,0,0.6131,0.0981,0.3075,0.3967,0,-0.2415,0.0378,0,0.4355,0,0.3222,0.4508,0,-0.2407,0.2685,-0.1902,0.2952,-1.0381,0,-0.8476
"C_lazy",0,0,0,0,0,0,-0.391,0,0.2064,0,0,-0.1669,0,-0.3606,0,0.2495,0,0,0,0.2626,0.2632,0
"N_relaxed",0,0,0.1991,0,0,0,0,0.2968,-0.6064,0,0,0.2336,0,0,0.1899,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0.8976,-0.5627,0,-0.1671,0,0,0,0,0,0.5369,0.2455,0,0
"E_outgoing",0,-0.5817,0,-0.2482,0,0,-0.2089,0,0,-0.2804,0.3471,0.3525,0,0,0.3364,-0.3648,0,0,0,-0.2274,0,0
"A_kind",0,0,0,0,0,0,0,0,0.2015,0,0,0,-0.208,0,-0.2299,0,0.0928,0,0,0.3309,0,0
"C_reliable",0,0,0,-0.4565,-0.4824,0,0,0.336,0,0,-0.5997,0.4819,0,0,0.7704,0,0,0.8013,0,0.4022,0,-0.1942
"N_worried",0,0,0,-0.565,0,0.1677,0,0,0.6286,0.4696,0,0,-0.2393,0.1525,0,0,-0.2803,0,-0.1006,0,0,0
"self_esteem",0.9011,0,0,0,0,0,0.7813,0,-0.7134,0,-1.3244,0,0,0.3156,0,0.7873,0.1532,0,0,0,1.02,0
"negEmo",0,0,0,0,0,0,1.1592,1.2009,0,0,0,0,0,0.4859,0,0,-0.5373,0,0,0,0,0.004
