"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0.0663,0,0,0.1295,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1203,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0.1043,0,0,0.1312,0,0,0,0,0,0,0,0.1037
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0.0938,0.2906,0,0,0.1123,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0.0581,0,0,0,0,0.0612,0,0,0,0.117,0,0.0682
"E_outgoing",0,0,0,0,0,0,0,0,0,0.1509,0,0,0,0,0,0.1102,0,0,0,0,0,0
"A_kind",0,0,0,0,0.0702,0,0,0,0,0,0,0,0,0,0,0,0.1191,0,0,0,0.106,0
"C_reliable",0,0,0,0,0,0,0,0,0.0857,0,0,0,0,0,0.0607,0,0.0889,0.097,0,0,0,0
"N_worried",0,0,0,0.125,0,0,0,0,0,0,0.1153,0,0,0,0,0,0,0,0.1332,0,0,0
"self_esteem",0.2111,0,0,0,0,0,0,0,0,0,0,0,0.0784,0,0,0,0,0,0,0,0.113,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167
