"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,-0.381,0.4178,0,0.6596,-0.304,-0.2878,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0.2379,0,0,-0.2756,0,0,0,0,0,0.0871,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,-0.2611,0,0,0,0,0,0,0,-0.3284,0.0123,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,-0.4669,0.2473,0,0,0,0,-0.0881,0,0,0,0,0,0,0
"N_depressed",0,0,-0.1582,0,0,0,-0.304,0,0,0,0,0,-0.3585,0,0,0,0.3435,0,0,0.1681,0,0.2415
"E_outgoing",0,-0.4185,0,0,0,-0.2188,0,0,0,0,0,0,0,-0.2547,0,-0.3175,0,0,0,0,0,0
"A_kind",0.2064,0,0,0,0,0,0.2619,0,0,0,0,0,0,0,0,0,0.3607,0,0,0,0,0.2604
"C_reliable",0.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.3892,0,0,0.2324,0,0,0,0,0.1271,0,0,0
"self_esteem",-0.5197,0,-0.3366,0,0,0,0,0.4874,0,0,0,0,-0.4775,0,0,0,0,0,0,0,0.4648,0
"negEmo",0,0,0,-0.295,0,0,0,0,0,0,0,0,0,0,-0.3426,0,0,0,0,0,0,0.0812
