"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.1855,0,0,0.0978,0,0,0.1211,0,0,0,0,0.2245,0.11,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1232,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0.1466,0,0.1372,0,0,0,0,0,0,0,0
"N_relaxed",0.0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1256,0,0,0,0,0,0,0
"N_depressed",0,0,0.0865,0.2119,0,0,0,0,0,0,0,0,0,0,0.1924,0,0,0,0,0.1111,0,0
"E_outgoing",0,0.0942,0,0.2103,0,0,0,0,0,0,0,0,0,0,0,0.0944,0,0,0,0.0836,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0.0913,0,0.0719,0,0,0
"C_reliable",0,0.0371,0,0.0734,0,0.0415,0,0.0268,0,0.03,0.0233,0,0,0,0,0.0284,0.0373,0.0253,0.0672,0,0,0.0525
"N_worried",0,0,0.127,0,0,0,0,0,0,0,0.2879,0,0,0,0,0.132,0,0,0.1636,0,0,0
"self_esteem",0,0,0,0,0,0.1725,0,0,0.0858,0,0.1016,0,0,0,0,0,0,0,0,0,0.1314,0
"negEmo",0.1189,0,0,0,0,0,0,0.2254,0,0,0,0,0.1671,0,0,0,0,0,0,0,0,0.1247
