"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.0617,0,0,0,0,0,0.1073,0.0673,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.1711,0,0,0,0,0,0,0,0.1292,0,0,0,0,0,0.1656,0,0.1747,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0,0,0,0,0,0,0.1368,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0.095,0,0,0.1006,0.1169,0,0,0,0,0,0,0
"N_depressed",0.1697,0,0,0,0,0,0,0.1435,0,0,0,0,0,0,0,0,0.1194,0,0,0.1001,0,0
"E_outgoing",0,0.142,0,0,0,0,0,0,0,0.1546,0,0,0,0,0,0.1066,0.1257,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0.1032,0,0,0,0,0,0.0987,0,0,0.0892,0.1293,0
"C_reliable",0,0,0.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1166,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0.1064,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0.0758,0,0,0,0,0,0,0,0.124,0
"negEmo",0,0,0,0,0,0,0.1321,0.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099
