"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0.3403,0,0,0.0282,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.2101,0,0,0,-0.2493,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,-0.2133,0,0,0.3306,0,0,0.0155,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0.4562,0.3568,0,0,-0.7518,0,-0.4979,0,-0.4147,-0.5723,0.6251,0.1994,0,0,0,-0.4416
"N_depressed",0,0.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1268,0,0
"E_outgoing",0,-0.4575,0,0,0,0,0,0,0,0,0,0,-0.3268,0,0,0.0371,0,0,0,0,0,-0.1817
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3887,0,0,0.0037,0,-0.284,0,0,0
"C_reliable",0,0,0,0,0.2498,0,0,0,0,0,0,0,0,0,0,0,0,0.0887,0,0,0,0
"N_worried",0,0,0,0,0,0,-0.3687,0,0.1864,0,0.244,0,0,0,0,0.1875,0,0,0.3202,0,0,0
"self_esteem",0,0,0,0,0,0,-0.2697,0,0,0,0.3018,0.2157,0,0,0,0,0,0,0.2569,0,-0.2592,0
"negEmo",0,0,0,0.6611,0,0,-0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1506
