"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1141,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0.3822,0,0,0,0,0,0,0.5522,0,1.9088,0.1588,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0.1149,0.0975,0,0,0,0,0,0,0,0,0.1564,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0.1548,0,0,0,0.1186,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0.4308,0,0,0,0,0,0,0,0.1169,0.0762,0
"E_outgoing",0,0,0,0.2256,0,0.6485,0,0,0.4957,0,0,0,0.3901,0,0.6761,0.6937,0,0.4868,0.1827,0.3065,0.0715,0
"A_kind",0,0.1111,0,0,0,0,0,0,0,0,0.2134,1.435,0,0,0,0,0.111,0,0,0,0,0
"C_reliable",0.4942,0,0,0.0583,0,0.0404,0,0,0.1407,0.1001,0,0.561,0,0,0,0,0,0.1014,0,0,0,0
"N_worried",0,0,0.0912,0.0588,0,0.0415,0,0,0.1308,0,0,0,0,0,0,0,0,0,0.1034,0,0,0
"self_esteem",0,0.1199,0.274,0,0.0747,0,0,0,0,0,0,0,0,0,0.1813,0,0,0,0,0,0.1621,0
"negEmo",0.6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1016
