"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.3218,1.9481,0,0,0,0,0,0,0.2351,0,0.738,0,0,0,0,0,0,0
"C_lazy",0,0,0,1.125,0,0,0,0,0,0,0,0,0,0.5469,0,0,0,0.2587,0,0,0,0
"N_relaxed",0,0,0.4145,0,0,0,0,0,0,0.1697,0,0,0,0,0.1655,0,0,0,0,0,0,0.1804
"N_depressed",0,0,0.0668,0,0,0.0508,0,0.0776,0,0.0706,0,0,0,0.0669,0,0,0,0.0351,0,0.1786,0,0.049
"E_outgoing",0.3725,0,0,0.1587,0,0,0,0,0,0,0,0,0,0.1834,0,0.1179,0.1238,0.1037,0,0,0.1528,0
"A_kind",0,0.2677,0,0,0.1522,0,0,0,0,0,0,0,0,0,0,0,0.1268,0,0,0,0,0
"C_reliable",0,0,0,0,0,0.1427,0,0,0,0,0,0,0,0,0,0,0,0.1121,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,2.887,0,0,0,0.6303,0,0,0,0.6469,0,0.5221,0.6204,0.5337,0.4617
"self_esteem",0,0,0,0,0,0,0,0.1364,0,0,0,0,0,0,0,0,0,0,0,0,0.1197,0
"negEmo",0.0969,0.0303,0.0695,0.0547,0,0,0.042,0,0.0908,0.0637,0,0.1057,0,0.0806,0,0,0,0.0292,0,0,0,0.0587
