"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0.2934,0,0.1676,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0.2468,0.2887,0,0.0533,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,-0.2696,0,0,0,0,0,0,0.2387,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0.3507,0.2524,0,0,0,0,0,0,0,0,-0.0677,0,0
"E_outgoing",0,-0.4631,0,0,0,0,0,0,0,0,0,0,0,-0.2886,0,-0.0232,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.2935,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,-0.2308,0,0,0,0,0,0,0.0048,-0.2372,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0.3681,0,0.2742,0,0.2941,0,0,0,0.0647,0,0.2097,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0.4502,-0.3353,0,0,0,0,0,0,0,0.2646,0.2848,0
"negEmo",0.3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2731,0,0,0,-0.0611
