"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.3454,0.6638,0,0.2753,0,0,0.5141,0,0,0.2706,0.3838,0.1711,0.289,0.3458,0.243,0.1732,0,0,0,0
"E_quiet",0,0,0,0.2021,0.1456,0.1545,0,0,0.0875,0.1063,0,0.1582,0.1096,0.106,0.177,0,0,0,0.1931,0.0939,0.1282,0.1113
"C_lazy",0,0,0,0,0.1698,0.2252,0,0.2433,0,0.1652,0,0,0.1323,0.1176,0.19,0,0,0,0,0,0,0.1177
"N_relaxed",0,0,0,0,0,0,0,0.244,0.1606,0.1657,0,0,0.2484,0.1625,0.1992,0.2744,0,0.1127,0.1812,0.1179,0,0
"N_depressed",0.3475,0.2051,0,0.3356,0.2798,0.2174,0,0.3195,0,0,0,0,0.206,0,0.2927,0,0,0,0.3241,0.1577,0.2043,0.1918
"E_outgoing",0,0,0,0.1704,0,0.1022,0.1106,0,0.0613,0,0,0,0,0.0709,0,0.1186,0,0.0833,0,0.0585,0,0.0969
"A_kind",0,0,0.2402,0,0,0,0,0.344,0,0.2137,0.2255,0.2009,0.2153,0,0.2474,0,0.1945,0,0.2103,0.1059,0,0
"C_reliable",0.2519,0,0,0.467,0,0.2361,0,0.3621,0,0,0.2069,0.2305,0,0,0,0.2029,0,0.1647,0,0.113,0,0.1664
"N_worried",7.8706,0,0,0,1.1465,6.8239,13.5751,0,0,7.5832,8.5809,13.2082,0,6.2516,7.1483,8.9678,8.5375,0,5.3645,5.7196,3.2689,2.8453
"self_esteem",0,0,0,0.2794,0.2394,0,0,0,0.1021,0,0.2369,0.206,0,0,0.2154,0.1622,0.1645,0,0,0.1176,0.1515,0
"negEmo",0,0.1785,0.1937,0,0.2442,0.2459,0.1928,0,0,0,0,0,0,0,0,0,0.1538,0,0,0,0.1343,0.1744
