"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,-2.3669,0,1.3383,-10.0821,0,0,-3.3811,-0.9671,0.3322,0,0,0,5.0208,0.0363,0,0,0.4416,0,0
"E_quiet",0.1953,0,-0.3294,0.7264,0.4357,0.4001,-0.5405,1.4373,-0.0137,-0.4041,0,-0.8626,0.4385,0.2213,-0.6591,0.9148,-0.3488,0.3902,0,1.4605,-0.6815,-0.2346
"C_lazy",0,-0.1539,0,0,0,0.1802,0,-0.1397,0,0,0,-0.2274,0,0.2986,-0.2923,0,-0.281,0,-0.4114,0,0,0.0541
"N_relaxed",0,0,0.2038,0,0,-0.0294,0,0,0,0,0,0,0,0,0.1113,0,-0.095,-0.2979,-0.189,-0.2451,0,0
"N_depressed",0,0,0,0,-0.0688,0.219,-0.3749,0,0,0.8184,0,0,0,0.2428,0,0.2062,0.2801,0.192,0.1898,-0.7839,0.371,0
"E_outgoing",0,-0.3112,0,0.1283,0,0,0,0,0,-0.0509,0,0.3834,0,0,0,0.0444,0,0,0,0,0,0
"A_kind",0,0.2664,0,0,0,0,-0.1748,0,0,0.1562,0,0,-0.0996,-0.0319,0.4213,0,0.3127,-0.1247,0.252,-0.1691,0,0.4855
"C_reliable",3.0347,0,0,0,0.4502,0.6329,0,0,0,1.0309,0,0,0,-1.2419,0,0,0,1.1543,0,0,0,0
"N_worried",0,-2.0991,0,0,0,-0.8746,0,0,0,0,0,-0.5335,0,0,0,0,0,0,-0.1154,0.0819,0,0
"self_esteem",0,0,0,0,0,0,0,0.4527,-0.9426,0,0.5228,0,-0.0277,0.1566,0,0.3957,0,0,0,0,0.5809,0.4635
"negEmo",0.5242,0.1092,0,-0.5699,0,0,0,0.4395,0,0.0507,0,0,0.4788,-0.1653,0.271,0,-0.2032,0,-0.4782,0.2567,-0.231,0.2521
