"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.6788,0.4242,-0.2513,0.7455,-0.6679,-0.6251,0,-0.1583,0,-0.5186,0.5651,0,0,0,0,0,0,0.7717
"E_quiet",0,0,0.2086,0,0,-0.1984,0,0,-0.2374,0,0,0,-0.1959,0.3993,0,0,0,-0.6127,0,-0.2838,0,0
"C_lazy",0,0,0,-0.3946,0,-0.1981,0,0,0,0,-0.1521,-0.4036,0,0.0856,-0.0604,0.3019,-0.2826,0,0,0.1931,0,0.3406
"N_relaxed",0,0.2318,0.5071,0,0,0,0.3285,-0.5673,0,0,0,0,0,0,0.2058,0,0,0,0,-0.3007,0.2576,0.2259
"N_depressed",0,0,-0.0801,0,0.0179,0.318,0,0,0,0.3934,0.4613,0,0,0,0,-0.1979,0.2354,0,0,-0.0671,0,0
"E_outgoing",0,-0.2284,0,0,0,0,0,0,-0.5394,-1.0128,0,-0.209,0,-0.2462,0,0.2631,0,0,0,0.33,0,0
"A_kind",0,0,0,0,0,0,0,0.7144,-0.5003,-0.4913,1.2795,-0.4111,0.4807,0,0,0,-0.1764,0,0,0,0,0
"C_reliable",-0.4634,0,-0.1488,0,0,0.4271,0,0,0,-0.3691,0.2071,-0.3368,0,0,0.3272,0.3578,0,-0.0776,0.4238,0,0,0
"N_worried",0,0.2264,0.5117,-0.2769,1.0837,-0.544,-0.4131,0,-0.4258,1.0879,-0.4207,0.726,0,-0.2946,0.2892,0.5206,1.0453,-0.5373,-0.9052,-0.7022,1.4037,0.4905
"self_esteem",1.4763,0,0,0,2.4592,0,0,-1.9229,0.5757,0,0,1.258,0,0,0,0.9705,0,0,-2.642,0,2.8006,0.7492
"negEmo",1.1747,0,0.5063,-0.5741,-0.3688,0,0,0.8008,0,0,0,0.3319,0,0,0,-0.3386,0,0,0,0,0,-0.4248
