"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0.0374,0.0473,0.1161,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.1151,0,0,0,0,0,0,0,0.1165,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1377,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1181,0,0,0,0,0,0,0
"N_depressed",0,0,0.1062,0,0,0,0,0,0,0,0,0.2656,0,0,0,0,0,0,0,0.1135,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1312,0,0,0,0,0,0.0938
"A_kind",0,0,0,0,0.1479,0,0,0.1336,0,0,0,0,0,0,0,0,0.1124,0,0,0,0,0
"C_reliable",0,0.048,0,0.0669,0,0,0,0.0526,0,0,0,0.1122,0.0546,0,0,0,0,0.0887,0,0,0,0.0496
"N_worried",0,0,0,0.1495,0,0,0,0,0.0758,0,0,0,0,0,0,0,0,0,0.1119,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097,0.153
"negEmo",0,0,0,0,0,0,0,0,0.0845,0,0,0,0,0,0,0.1441,0,0,0,0,0,0.103
