"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.6056,0,0,0,0,0,0,0.4667,0,-0.2214,0,0,0,0,0,0.291,0,0
"E_quiet",0,0,0,-0.3266,0,-0.633,0,0,0,0,0,0,-0.5132,0,0,0,0,0,0.2112,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0.2268,0,0.2967,0.0076,0,0,0,0.3911,0,0,0,0
"N_relaxed",0,0,-0.3298,0,0,0,0,0,0,0,0,0,0,0,-0.4519,0.1856,0.149,0.3233,0,0,-0.2019,0
"N_depressed",0,0,0,0.3855,0.3203,0.4181,0,0,0,-0.1883,0.8096,0,0.2421,0.4561,0,0,0,0.3612,-0.3907,-0.4825,0,0
"E_outgoing",-0.7167,-0.2325,-0.1567,-0.208,0,0.2538,0.7351,0,0,-0.5294,0.3715,0,0,0,0,-0.8331,0,0,-0.5967,0,0,0
"A_kind",-0.5776,0,0,0,0,0,0,0,-0.8019,0,0.32,0,0,0,0,0,-0.1733,0,0,0,0,0
"C_reliable",0,0,0,0,-0.0586,0,0,0,0,0,0,0,0,0,0,0.532,0,0.0407,0,0,0,0
"N_worried",0,0,0,-0.1918,0,0,0,0,0,0.4763,0,0,0,0,0,0,0,0,-0.4587,0.2435,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,1.0084,0,0,0.6628,0,-0.4508,0,0.2596,0,0,-0.3184,-0.3397
"negEmo",0.8435,0,0,0,0,0,0,0,0,-1.4713,0,0,0,0.8121,0,0,0,0,0.5987,0,0,-0.4255
