"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1859,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0.0726,0,0,0,0,0,0,0,0.1199,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1395,0,0,0,0,0,0,0,0
"N_relaxed",0.2034,0,0,0,0.1031,0,0,0,0,0,0,0,0,0,0.1422,0,0,0,0,0,0,0
"N_depressed",0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1649,0,0
"E_outgoing",0,0,0.0855,0,0,0,0,0,0,0,0.0845,0,0.081,0.0476,0,0.1127,0.0397,0,0,0,0,0
"A_kind",0,0,0.0793,0,0,0,0,0,0.411,0,0,0,0.1496,0,0,0.1292,0.0778,0,0.1002,0,0,0
"C_reliable",0,0,0.0422,0,0,0.0389,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0.2616,0
"N_worried",0,0.1077,0,0.0851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839,0,0.4447,0
"self_esteem",0,0,0,0.0256,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0
"negEmo",0,0,0.061,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841,0,0,0.1087
