"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0.1362,0.0749,0,0,0,0.1657,0,0,0.2452,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0.7402,0,0.2505,0,0,0,0,0,0,0,0.2192,0,0,0,0,0,0,0,0.443,0
"C_lazy",0.1242,0.0528,0,0,0.0539,0,0,0,0.0917,0,0,0,0,0.1851,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0.1283,0,0,0,0,0,0,0,0.1397,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0.0579,0,0,0,0,0,0,0.0506,0,0,0,0.07,0,0,0.1106,0,0
"E_outgoing",0,0.5437,0,0,0,0.2987,0,0,0,0,0,0,0,0,0,0.2501,0,0,0.3405,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0.1765,0,0,0,0,0,0,0.1273,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0,0,0,0,0.125,0,0.0967,0,0
"N_worried",0,0,0,0.1288,0,0,0,0,0,0.1823,0,0,0,0,0,0,0,0,0.1182,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0.0911,0,0,0,0,0,0,0,0,0,0.1003,0
"negEmo",0,0,0,0.1019,0,0,0,0.0988,0,0,0,0,0,0.1492,0,0,0.0759,0,0,0.1165,0.1387,0.1232
