"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.3476,0,0,0,0,0,0,0,0,0.1984,0,0,0,0.0929,0,0,0,0,0,0
"E_quiet",0,0,0.3222,0,0,0,0,0,0,0,0,0,0.105,0,0.1366,0,0,0,0,0,0.4163,0.2503
"C_lazy",0.2223,0,0,0,0,0,0,0,0,0.1625,0.081,0,0.0575,0.1846,0,0,0,0,0,0,0.1902,0
"N_relaxed",0,0.1016,0,0,0,0,0,0,0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0.0177,0,0.0489,0,0,0,0,0,0,0,0.0195,0,0,0,0,0.2112,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0.7115,0.3644,0,0,0,0,0,0,0.107,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222,0,0,0,0
"N_worried",0,0,0,0.0735,0,0,0.1822,0,0,0.2591,0,0,0,0,0.0873,0,0,0,0.1373,0,0,0
"self_esteem",0,0,0,0,0.0248,0,0,0.0567,0,0,0.0386,0.0732,0,0,0.0289,0,0,0.0887,0,0,0.0613,0
"negEmo",0,0,0,0.0871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1475
