"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1565,-0.2615,0,0,0,0,0,0.2448,0,0,0.2575
"E_quiet",0,0,0,0.1242,-0.3043,0,0,0,0,0,0,0,0.194,0,0.0232,0.2148,0,-0.4076,0.5352,0,0,-0.437
"C_lazy",0,0,0,-0.6598,0,0,0,0,0,0,0.2232,0,0,0.4925,0,0,0,0,0,0,0,-0.3811
"N_relaxed",-0.4128,0.1825,1.0174,0,0,-0.3249,0,0.2245,0,-1.2007,0.2464,-0.4916,0,-0.0439,-0.4783,0,0.0144,-0.9177,-0.3415,-0.3721,0,0.9117
"N_depressed",0,0,0,0,0,0,0,0,0,0,-1.1809,0,0,0,0,0,0,0,0,-0.3464,0,0
"E_outgoing",0,0,0.2444,0,0,0.3964,0.3939,0,-0.3261,0,0.6377,0,0,0,0,0.0189,0,0,0,0,0,0
"A_kind",0,0,0,-0.2004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379,0,-0.4107,0,0,0
"C_reliable",-0.2102,0,-0.3044,0,0,0.2845,0,0,-0.4305,0,0,0,0,0,-0.1551,0,0,0.1789,0.3745,-0.3181,0,0
"N_worried",0,0,-0.2223,-0.2671,0,0,0,0,0,0.2344,0,-0.2649,0,0,0,0,0.2135,0,-0.0343,0,0,0
"self_esteem",0,0.2249,0,0,0,-0.2332,-0.0602,0,0,0,0.5107,0,0,-0.3024,0,0,0,-0.5314,-0.2852,0,-0.1707,0.4084
"negEmo",0.5512,-0.3431,-0.4415,0,-0.8904,0,0,0,1.3523,0,0,0,0,0,0,0,0,0,0,0,0,-0.6804
