"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.3574,0,0,0.3431,0.3968,-0.3323,-0.1571,0,0,0,-0.1552,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,-0.8296,0,-0.3765,0,0,0,0.6799,0,0,0,0,0,0,0,0,0
"C_lazy",-0.2904,-0.2304,0,0.2124,0,0,0,0,0.1748,0,0.1334,0,0,0.2074,0,0.4606,0,0,-0.2206,0.2222,-0.4125,0
"N_relaxed",0,0,0,0,0,0,0,0.6009,0,0,0,0,0,0,0.1814,0,0,0,0,0,0,0.526
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747,0,0
"E_outgoing",0,0,0,0,0,0.5314,0.0934,0,0,0,0,0,0,0,0,0.3766,0,0,-0.2914,0,0,0
"A_kind",0,0,0,0,0,0,0,0.5727,0,0.3512,0,0,0,0,0.2536,0,-0.0488,0,0.7236,0,0,0
"C_reliable",0,0.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973,0,0,0,0
"N_worried",0,0,0,-0.6826,0,0,0,0,0,-0.3565,0.4451,0,0,0,0,-0.2271,0,0,0.0316,0,0,0
"self_esteem",0,0,0.2881,0,0.2189,0,0,-0.3647,0,0,0,0,-0.1361,0.0398,-0.465,0,0,0,0,-0.1786,0.1612,-0.6865
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5418,0,0,0,0,0,-0.4313
