"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.0593,0,0,0,0,0,0.1279,0,0,0,0.1108,0,0,0,0.0564,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0.1699,0,0,0,0.1358,0,0.1021,0,0,0,0,0,0,0.3958,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0.434,0.2968,0,0.1968,0,0,0.1624,0,0,0,0,0
"N_relaxed",0,0,0.0604,0,0,0,0.1092,0,0,0,0,0,0,0,0.1334,0,0,0,0,0,0,0
"N_depressed",0.0327,0,0,0,0.0195,0.0205,0,0,0,0,0,0,0.0232,0,0,0,0.023,0,0,0.0823,0,0.0268
"E_outgoing",0,0.1052,0,0,0,0,0,0,0,0.1524,0,0,0,0,0,0.0969,0,0,0,0,0,0
"A_kind",0,0.1117,0.1036,0.1881,0,0,0,0,0,0,0,0.1835,0,0.0853,0,0.0897,0.1045,0,0,0,0,0
"C_reliable",0,0,0,0,0.0908,0.1288,0,0,0,0.1438,0,0,0,0,0.1617,0,0,0.1197,0,0,0,0.1166
"N_worried",0,0,0,0,0,0,0.0634,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0
"self_esteem",0,0,0,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1081,0
"negEmo",0,0.039,0.0478,0,0,0,0.0523,0,0.1868,0,0,0,0.0534,0.0391,0,0.0463,0.0544,0.0669,0,0.1616,0,0.0648
