"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,-0.1175,-0.6642,0,0.384,0,0,0,0,0,0.3026,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.0886,0,0,0,0,0,0,0,0,0
"C_lazy",0,0.2469,0,0.2361,-0.0458,-0.1052,-0.4823,0,0,-0.3244,0,0,0,-0.0247,0,0,0.2258,0,0,0,0,0
"N_relaxed",0,0,0,0,0,-0.2682,0,0,0,0,0,0,0,0,0.3976,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0.2308,0,0,0,0,0,0,0,0,0,0.1033,0,0
"E_outgoing",0,-0.4751,0,0.1926,0,0,0,0,0.2276,0,0,-0.2376,-0.6653,0,0,-0.1417,0,0,-0.2958,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,-0.2748,0,0,0.4175,0,0.3925,0,0,0,0,0
"C_reliable",-0.6327,0.1802,-0.6488,0.275,0,0,0,0,0,-0.6291,-0.4388,0,-0.1722,0,0,0,0,-0.4136,0,0,0,0
"N_worried",-0.2986,-0.2564,0,-0.3393,0,0,0,0,0,0,0.7632,0,-0.5167,0,0,-0.5611,0,0,-0.1117,0,0.3301,0
"self_esteem",-0.3485,0.2167,0,0,0,0.3807,0,-0.2033,0,0,0,0,0,0,0,0,0,0,-0.1352,0,-0.1691,0
"negEmo",0,0,0,0,0,-0.2919,0,-0.5964,0,0,0,-0.4693,0,0,0,0,0,-1.0279,0,-0.4867,0,-0.0164
