"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.2257,0.3316,0,0,0,0,0,0,0,0.5415,0
"E_quiet",0,0,0,0,0,0,0.384,0,0.0754,-0.6271,0,-0.5342,0.0392,0,0,0,0,0,0,0,0,0
"C_lazy",0.1565,0.0517,0,0,0.7503,0,0,0.2307,0.3142,0,-0.5927,0,0,-0.5951,0,-0.3036,0,0,0,0,0.587,-1.215
"N_relaxed",0,0.311,0,0,-0.4087,0,0,0,0,0,0,0.7322,0,0,0.5593,0,0,0,0,0,-0.4692,0.2556
"N_depressed",0,0,0,0,0,0.6001,-0.3011,0.2956,0,0,0,-0.2236,0,0.2231,0,0,0,0,0,0.172,0,0
"E_outgoing",0,-0.568,-0.9524,0,0,0,0,0.5123,0.4668,0,0,0,0,0.5135,0,0.035,0,0,0,0,0,0
"A_kind",0,-1.1878,-0.9279,0,0,0,0,0,0,0,0,-0.4936,0,0.7441,0,0,0.3089,0,-0.5565,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,-0.3837,0,0,-0.7676,0,0,-0.4072,0,0.2686,0,0,0,0
"N_worried",0,0,0,0,0,0.4135,0,0,0.49,0,0,0,0,0,0,-0.623,0.3906,0,0.0967,0,0,0
"self_esteem",0.4319,0,0,0.9249,0,0,0,-0.4157,0,0,0,-0.5262,0,-0.0805,0,0,0,0,-0.5888,0,-0.4141,0.3371
"negEmo",0,0,-0.2118,-0.5457,-0.4607,0,0,0.3279,0,0.8033,0,0.4924,0,0,0,-0.3055,0,-0.3818,0,0,0,0.1925
