"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0.0723,0,0,0,0.1002,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1088,0,0,0,0,0,0,0.239,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.1731,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0.0719,0,0,0,0,0,0,0,0.0808,0,0.1102,0,0,0,0,0,0,0
"N_depressed",0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0
"E_outgoing",0,0.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.1235,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.0925,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1117,0.1188,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0.1091,0,0,0,0,0,0,0,0,0.1018,0,0,0.1333
"self_esteem",0,0,0,0.0997,0,0,0,0,0,0,0.0993,0,0,0.0795,0,0,0,0,0,0.1851,0.0863,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0.0836,0,0,0,0,0,0.0783,0,0,0.0997
