"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.2849,0,0,0,0,-0.4679,0,0,0,0,0.0212,0,0,0,0.4351,0,0,0,0,-0.4842,0
"E_quiet",0,0,0.2455,0,-0.1627,0,0,-0.2604,0,0.3445,0,0,0.3392,0,0,0.3574,0,0,0,0,0,0
"C_lazy",-0.0297,-0.3695,0,0,0,0.4127,-1.0136,0,0,0,0.6207,0,0,-0.3546,0.2662,0,0,0,0,0,0,0
"N_relaxed",-0.1675,-0.6812,-0.3085,0,-0.3225,0.142,0,-0.2234,0.1263,0,0.0704,0,0.8659,-0.1761,0.4438,0.3245,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1692,0,0,0,0.2084,0,0.0359,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,-0.6095,0,0,0,0,0.1367,0,0,0,0,0,0
"A_kind",0.1722,0,0,0.128,0,0,0,0,0,0.2767,0,0,0,-0.2823,0,0,0.63,0,0.2135,0,0,0.4185
"C_reliable",-0.0593,0,0.6923,0,0,0,0,0,0,0,0,0,-0.4561,0,0,0,0,-0.581,-0.7911,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0.2981,0.0995,0,0,0,0,0,-0.2962,0,0,-0.0537,0,0,0
"self_esteem",0,0,0,0,0,-0.4041,0.1887,0,0,0,0,0,0,0,0,-0.4429,0,0,0,0,-0.6924,0
"negEmo",0,0,0,0,0,0,0,0,0.2644,0.3982,0,0,0,0,-0.1852,0.4731,0,-0.3186,0,0,0,0.1386
