"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,-0.1855,0,0,0,0,0.2071,0.2494,0,0,0,0,0,0,0,0,-0.1727
"E_quiet",0,0,0.8183,0.4338,0,-1.355,0,0,0,0,0,0,-0.5639,1.6728,0,0,0,1.2395,0,0,0,0
"C_lazy",0.0657,0,0,0,0,0,0.1174,0,0,-0.0166,-0.6695,0,0,-0.8207,0,0.3033,-0.1753,0,0,-0.342,-0.1749,0
"N_relaxed",0,0,0.2274,0,0,0,0,0,0,0,0,0,0,0,-0.1408,-0.2321,0,0,0,-0.0655,0,0
"N_depressed",0,0,0,-0.0931,0,0,0,0.2958,0,0.1188,0,-0.1565,0,0,0,0.1053,0.2965,-0.1718,0.5977,-0.1792,-0.1714,0.3172
"E_outgoing",0.1517,-0.5437,-0.3663,0,0,-0.4641,0,0.4943,0.2063,0,0,0,0,0,0,-0.3509,-0.6697,0.5831,0.2499,-0.41,0,0.0481
"A_kind",0.014,0.6896,0,0,-0.054,0,0,-0.2104,0.1565,0.4696,0,0.2993,1.2051,0,-0.3548,0.2405,-0.1974,0,-0.1258,0,1.0064,0
"C_reliable",0,-0.402,-0.1767,0,0,0.4701,0,-0.1488,0,0,0,0,-0.432,0,0,0,0,-0.094,0,0,0.1564,0
"N_worried",0.3175,0,0,0,0,0,-0.0183,0,0,-0.2298,0.4461,0,0,0,0,0,0,0,-0.4843,0,0.4277,0
"self_esteem",0,0,0,0,0,-0.1948,0,0,-0.4094,0,0,0,0,0,0.5977,0.1811,0.5507,0,-0.2401,0,0.2527,-0.2242
"negEmo",0,0,0,0,-0.9631,0,0,0,0,0.8047,0,0,0,0,0,0.5287,0,0.2239,0,0,-0.3928,0.6957
