"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,0.1164,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0.1309,0,0,0,0.1178,0,0,0,0.0784,0,0,0,0.211,0
"C_lazy",0,0.1023,0,0,0,0,0,0,0,0,0,0,0,0.1464,0,0,0.0645,0.1273,0,0,0,0
"N_relaxed",0,0,0.138,0,0,0,0.1601,0,0,0,0.2302,0,0.0977,0,0.1316,0,0,0,0,0,0,0.1387
"N_depressed",0,0,0.178,0.1021,0.0689,0.0555,0.1779,0.1218,0,0.1683,0,0,0,0.1403,0,0.0904,0.0642,0,0,0.1172,0.1978,0
"E_outgoing",0,0.1471,0.2012,0,0,0.0838,0,0,0,0,0,0,0,0,0,0.1509,0,0,0,0,0,0.1961
"A_kind",0,0,0.3025,0.2182,0,0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0,0,0.3376,0
"C_reliable",0,0.1102,0,0,0,0,0,0,0.1308,0,0,0.2563,0,0,0,0,0,0.1105,0,0,0,0
"N_worried",0.1545,0,0,0,0,0,0,0,0,0.0954,0.0817,0,0,0,0.0745,0,0,0.0831,0.097,0,0,0.0849
"self_esteem",0,0,0,0,0,0,0.1015,0,0,0,0.1352,0,0.0704,0,0,0,0,0,0,0.071,0.1328,0
"negEmo",0.2466,0,0,0.198,0,0,0,0,0,0.2727,0,0,0,0,0,0.0887,0,0.1283,0,0,0,0.1364
