"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0.3975,-0.1981,0,0,0.1237,0,0,0,0.1428,0,0.1857,0.0593,0,0.115,0,0.5426,-0.3796,0.2334,-0.2148
"E_quiet",0.0881,0,0,-0.3475,0.0882,0.2025,0,0,0,0,0,-0.1747,-0.2721,0.1477,0.1563,-0.2573,0,0,0,0,0,0
"C_lazy",0.3853,0,0,0.3678,0,0,0,0,0,0,0,0,0,-0.1951,0,-0.1763,0,0,0,0,0,0
"N_relaxed",-49.7356,125.2109,-22.9433,0,119.0505,-101.1136,-235.0057,-72.4219,50.7891,46.0173,191.4686,37.2416,-47.3203,-10.6141,-83.7247,0,117.0969,0,-103.8909,274.1294,-76.137,-102.1011
"N_depressed",0,0.3292,-0.0717,0.5039,0,0.2353,0,-1.9158,0,1.3776,1.852,0.5398,0,-0.4546,-0.6184,0.6791,0.736,-0.5973,-0.889,0.458,0,1.5676
"E_outgoing",0,-0.3383,0,-0.3416,0,0,0,0,0,0.2361,0,-0.2909,0,0,0,0.3202,0,0,0,-0.1857,0,0.2178
"A_kind",0,0,0,0,0.3783,0,0.5005,0,0,0,0,0,0,0,0,0,-0.1288,0,0,0,-0.1671,0
"C_reliable",0,0,-1.1017,0,-0.6632,0,0,-2.3645,-0.6968,0.5105,-0.9063,0.5294,0,0,-1.0264,0,0,-0.2769,0,0,-0.5774,1.6821
"N_worried",0,0,-0.2468,0,0,0.2208,0.1134,0,0.9036,0,0,0,0,-0.5088,0,0,0.0942,0,0.3729,-0.2332,-0.1159,0
"self_esteem",0.278,-0.3174,0,-0.1609,-0.3702,0,0.3955,0,0,0,0,0,0.1512,0,0,0,-0.1243,0.1836,0,-0.3584,0.0588,0
"negEmo",-0.0508,0,0,-1.7636,0,0.7158,1.4625,0,-1.4638,0,0,0,0.6464,0.2464,0,0.5905,-0.4267,0,-0.9725,-1.0096,0.2981,1.8062
