"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.0149,0,0,0,0,0.022,0,0,0,0.0783,0.0146,0,0,0,0,0,0,0.0174,0,0
"E_quiet",0.5827,0,0,0,0.1252,0,0,0,0,0,0,0,0.1195,0,0,0,0,0.1752,0,0,0.1085,0
"C_lazy",0.4148,0,0,0.0752,0,0.1427,0,0,0,0.0807,0,0,0,0.1382,0.1229,0.0895,0,0,0.2314,0.0999,0,0.1848
"N_relaxed",0,0,0,0,0,0,0,0,0,0.0923,0.1351,0,0,0,0.1041,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.104,0.1709,0,0.0783,0,0
"E_outgoing",0,0,0,0,0,0,0,0.1286,0,0,0,0,0,0,0.0904,0.1131,0,0,0,0,0,0
"A_kind",0.442,0,0.0749,0,0,0,0,0.1357,0,0,0,0,0,0.0817,0.0864,0,0.0923,0,0,0,0,0
"C_reliable",0,0,0.0539,0,0.0661,0,0,0,0,0,0,0,0,0,0,0,0,0.1276,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0.0581,0,0,0,0,0,0,0,0.0647,0,0.1012,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0.6465,0,0,0,0,0,0,0,0.1215,0.1282,0
"negEmo",0,0.0459,0,0,0,0.0479,0,0.0751,0,0.0452,0,0,0,0,0,0,0,0.0975,0,0.0554,0,0.0842
