"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0.0239,0,0.0634,0.0659,0,0.0667,0,0.1294,0,0,0.0309,0.0257,0.0348,0,0.0563,0,0,0
"E_quiet",0,0,0,0,0.2298,0.1264,0.1961,0,1.085,0,0,0,0.1428,0.1981,0.1498,0,0,0.1633,0,0,0,0
"C_lazy",0,0.0613,0,0,0,0.0711,0,0,0,0.1038,0,0,0,0.0723,0.0624,0,0,0.0591,0.1074,0,0.1053,0.1054
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0.2011,0,0,0,0.1283,0.0865,0.1104,0,0.2035,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2848,0,0
"E_outgoing",0,0,0,0,0,0.1699,0,0.3648,0,0,0,0,0,0,0,0.1594,0,0,0,0,0,0.3626
"A_kind",0,0,0,0.1426,0,0,0.2492,0,0,0,0,0,0,0,0,0,0.1139,0.1534,0,0,0,0
"C_reliable",0,0.0236,0.0316,0,0.0332,0.0125,0,0.0487,0.6743,0.0493,0.0221,0.0843,0,0.0306,0,0,0.0506,0.074,0.0219,0,0.023,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0.0624,0,0,0.0511,0,0,0.1,0,0,0
"self_esteem",0,0,0,0,0.0488,0,0,0.1224,0,0,0.1094,0,0,0.0811,0,0.0513,0.0572,0,0,0.3756,0.129,0
"negEmo",0,0,0,0,0,0,0.0875,0,0,0,0,0.2524,0,0,0,0,0,0,0,0,0,0.143
