"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,-0.118,0,0,0.2099,0,0.1321,0,0,0,0.9043,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1665,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0.3899,0,-0.3545,0,0,0.4496,0,-0.3222,-0.3553,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0.3607,0,0,0.315,0,0,-0.2456,0,0,0,0,0,0.1244,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0.2771,0,0,0,0,0.1807,0,0,0,0,0,0,0,0,0.0144,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4398,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816,0,0,0,0,0
"C_reliable",0,0,0,0,0,0,0,0,-0.4601,-0.3308,0,0,0,0,0,-0.3823,0,0.115,0,0,0,0
"N_worried",0,0,0,0,0,-0.5651,0,0,0,0,0,0,0,0,0,0,0,0,0.2111,0,0.3309,0
"self_esteem",0,0,0,0,-0.2187,0,0,0,0,0,0.2038,0,0.336,0,0.3503,0,0,0,0,0,0.4859,0.2725
"negEmo",0,0,0,0,0,0,0,0.3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194
