"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0,-0.031,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-0.512,0,0,0,0,0,0,0,-0.0058,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0
"N_relaxed",-0.3012,0,0,0,0.3824,0,0,0,0,0,0,0,0,0,0.0077,0,0,0,0,0,0,0
"N_depressed",0.2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313,0,0
"E_outgoing",0,0,-0.3707,0,0,0,0,0,0,0,0.1802,0,0.3709,0.1906,0,1.0064,-0.3701,0,0,0,0,0
"A_kind",0,0,0.2868,0,0,0,0,0,0.3575,0,0,0,-0.3623,0,0,0.347,0.1297,0,0.733,0,0,0
"C_reliable",0,0,0.3097,0,0,-0.2288,0,0,0,0,0,0,0,0,0,0,0,-0.1052,0,0,-0.8088,0
"N_worried",0,0.1521,0,-0.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428,0,0.5965,0
"self_esteem",0,0,0,-0.351,0,0.3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1648,0
"negEmo",0,0,0.1988,-0.5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4278,0,0,0.083
