"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.2627,0,0,0,0.4466,0,0,0,0,0.1965,0.1378,0,0,0.1403,0,0,0.1922,0,0.6374,0
"E_quiet",0,0,0,0,0,0.6549,0.542,0,0,0,0.4475,0,0.3516,0.5105,0,0,0,0.655,0,0,0,0.3924
"C_lazy",0.1143,0,0,0,0.1229,0,0,0,0,0.2125,0.2667,0.1179,0,0.1414,0.1237,0,0.1002,0,0,0,0,0
"N_relaxed",0,0,0.0991,0,0,0,0.1162,0,0.0912,0,0.12,0,0.065,0,0.1195,0,0,0,0,0,0,0
"N_depressed",0.1818,0.1366,0,0.2148,0.1375,0.1689,0.1857,0.2451,0,0.2766,0,0,0,0,0,0.1329,0,0.2369,0,0.1739,0,0
"E_outgoing",0.1821,0,0.2621,0,0,0.1836,0,0,0.227,0,0,0.2154,0.1518,0.2262,0.2458,0.1328,0,0.3556,0.2042,0.1815,0,0
"A_kind",0.2252,0.1892,0,0.1934,0.157,0,0.3668,0,0.2074,0,0,0.1753,0,0.2365,0,0,0.1861,0,0.1804,0.1632,0.6604,0.2679
"C_reliable",0,0,0,0,0,0,0,0.2025,0,0,0,0,0,0,0.1783,0,0,0.1778,0,0.1512,0,0.2048
"N_worried",0.3031,0,0,0,0,0,0.3258,0,0,0,0,0,0,0,0.1963,0,0,0,0.1869,0,0,0
"self_esteem",0,0.0513,0,0,0,0,0.0855,0,0,0,0.0879,0,0.0418,0,0,0,0.0698,0,0,0,0.1374,0
"negEmo",0,0,0.1371,0,0,0,0.0801,0,0,0,0,0.0865,0,0.0976,0,0,0,0.1054,0,0,0,0.1174
