"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.4124,0,0.9074,0,0,0,0,0,0.3074,-0.5184,0,0,0,0.5158,0,0,0,0,0,-0.2222
"E_quiet",0,0,0,0,-0.2126,0.9273,0,0,0,0,0,0,0.2455,0,0,0,-0.2715,0,0,0,-0.764,0
"C_lazy",0,0,0,0,0.344,0,0,0,0,0,0,0,0,0.2666,0,0,0,0,-0.231,0,0,0
"N_relaxed",0,-0.4383,0,0,0,0,0,0,-0.3905,0,0,0,0,0,0.4284,0,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2884,-0.3164,0,0.1495,0,0
"E_outgoing",-0.7382,-0.8323,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1068,0.1931,-0.349,0,-0.3972,-0.3242,0
"A_kind",0,-0.8769,0,0.4985,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919,-0.3967,0,0,0,-0.4429
"C_reliable",-0.2671,0,0,-0.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386,-0.3514,0,-0.2703,0.1981
"N_worried",0,0,0,-0.3785,0,0,0,0,0,0,0,0,0,0,0,0.378,0,-0.2449,0.0485,0,0,0.2817
"self_esteem",0,0,0,0,0,0,0,0,0,0,0.803,-0.354,0,0,0,0,0,0,0,0,0.021,0
"negEmo",0,0,0,0,0,0,0,0,0.3554,-0.6273,0,0,0,0,0,0,0,0,0,0.3941,0,-0.4044
