"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.2209,0,0,0,0,0,0,-0.3149,0,1.0178,0.3212,-0.1578,0,-0.5559,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,-1.5188,0,-0.5226,-0.1619,0,0,0.273,0,0.2384,0,0,0,0,0,0,0,0,0.6692
"C_lazy",0,-0.2244,0,-0.3229,0,0,0,0,0,-0.1212,0,0,0,-0.0755,0,0,0,0.3579,0.2404,0.1231,0,-0.3953
"N_relaxed",-0.1516,0,0.5076,0,0,0,-0.0767,-0.1668,0,0,0,0.1856,0,0,-0.1728,0.3084,0,0,-0.3766,0.1468,0,0
"N_depressed",0,-0.3292,0,0,0,0,-0.329,0.1566,0,0,0,0,0,0.0686,0,0,0,0,0.285,0.0284,0,0.2943
"E_outgoing",0,1.4885,-0.7197,0,0,0,0,0,0,0,0,0,0,0.5716,0,0.4062,0.1794,0,0,0,0,0
"A_kind",0,0.3004,0,0.1938,0,0,0,0.349,0,1.5576,0,0,0,-0.1179,-0.479,0,0.4242,0,-0.6376,-0.2396,0,-0.3421
"C_reliable",-0.5491,-0.1201,0.1153,-0.0449,0.1355,-0.141,0,0,0.2569,0,0.4342,0,-0.7334,-0.1681,-0.7186,-1.0841,0,-0.412,0,0,0,0
"N_worried",-0.5649,-0.0414,0,-0.3347,0,0.4174,-1.0826,0,0.3658,0,0.6742,0,-0.3556,0,-0.5423,-0.6263,-0.8553,-0.1458,0.2329,0.5494,0.8561,0
"self_esteem",-1.3485,0,0,0,1.0349,-2.7223,1.2513,0,1.7169,0,0,0,0,-0.9604,0,0,0,0,0,0.931,-1.7605,0
"negEmo",-0.3445,-0.0424,0,-0.228,-0.4747,0.2993,0,0,0,0.5885,0,-0.6083,0.1452,0,0,0,0,0,-0.2778,0.3055,0,-0.0058
