"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.0793,0,0.1933,0,0,-0.017,0,0,0.229,-0.1739,0,0,0,0,-0.53,0,0,0,0.243,0
"E_quiet",0,0,0,0.216,0,0,0.0352,0,0,0,0,0,-0.3423,0,-0.2692,0,0,-0.3348,0,-0.1135,-0.1498,0.2912
"C_lazy",0,0,0,0.1728,-0.3094,0,0,0,0.3657,0.2848,-0.1924,0,0,0.4037,0.607,0.1284,-0.3896,0,0,0,0,0
"N_relaxed",-0.1425,-0.5162,0,0,-0.3267,-0.1125,0,0,-0.3843,0.0125,0.4146,0.3603,-0.35,-0.2889,0.0016,0,0,0,0,-0.4886,-0.0795,0.7438
"N_depressed",-0.2265,0,0,0,0,0.565,0,0.9791,0,-0.4619,-0.2651,0,0,0,-0.2266,0.1362,0,0,0,0.5385,-0.1991,0
"E_outgoing",0,-0.4506,0,-0.082,0,0,0,-0.2712,0,0,-0.2708,0.3766,0,0,0,0.0048,0,0,0.0302,-0.3868,0,0
"A_kind",0,0,0,0,0,0,0,0,0.1255,-0.95,0,0,0,0,0,-0.1539,-0.2423,0,0,0,0,0
"C_reliable",0,0,0,-0.2316,0,-0.1152,0,-0.2845,0,0,0,0.2314,0.0096,-0.2516,-0.0846,0,0.2796,-0.0065,0,-0.2863,0.3688,-0.2333
"N_worried",0,0,0,0,0.9392,0,0,0,-1.6755,0,0,0,0,0,-0.4058,0,0,0,-0.4351,0,0,0
"self_esteem",0.0453,-0.1123,0.2973,-0.9627,0,0.5505,-0.4369,-0.7443,-0.0012,0,0.2716,-0.1384,-0.0016,-0.6525,0,-0.4977,0.0597,0.3485,-0.1259,-0.2246,0.8338,0.4331
"negEmo",0,0,0,-0.4868,0.193,0,0,0,0.4675,0,0,0,0,0.1843,0,0,0,0,0,0,0,0.3792
