"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0.2511,0,0,-0.1349,-0.3712,0,0,0,0.1802,0,0,0,0,0
"E_quiet",0,0,0,0,0,0.0504,0,0,0,0,0,0,0.3135,0,0,0,0,0,0,0,0,0
"C_lazy",0.1799,0,0,0,0,0,0,0,0,0,0,0,0,0.0834,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,-0.4037,0.1195,0,0,0,0,0,0,-0.0614,0.6163,0.1228,0.2502,-0.2259,0,0,0.3651
"N_depressed",0,0,0,0,0,0,0,0,0,0,0.0855,0,0,0,0,0,0,0,0,-0.0176,0,0
"E_outgoing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774,0,0,-0.2996,0,0,0
"A_kind",0,-0.3337,0,0,0,0,0,0.1894,0,0,-0.0868,0,0.5002,0,0,0.3187,0.3597,0,0,0.5091,-0.7861,-0.2514
"C_reliable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2127,0,-0.3579,0,0
"N_worried",0,0,0,0.749,0,0,0,0,-0.2354,0,0,0,0,0,0.463,-0.4806,0.3608,-0.5314,-0.036,0,0,0
"self_esteem",0,0,-0.2107,0,0,0,0,0,0,0,0,0,0,0,0,-0.3662,0,0,0,0,0.1778,0
"negEmo",0,0,0,-0.2861,0,0,0.1545,0.3296,0.4812,0,0,0,0,0,0.2258,0,0,0,0,0,0,0.2858
