"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.0126,0.0131,0,0,0,0.0054,0.0215,0,0.0054,0.0101,0,0.0127,0.0289,0,0.0034,0.01,0,0,0,0.0127
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1142,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0.1152,0,0.1196,0,0,0,0,0,0,0,0.0796
"N_relaxed",0,0,0,0,0.0617,0,0,0,0,0.1492,0,0,0,0,0.1321,0,0,0.129,0,0,0,0
"N_depressed",0,0,0.3276,0,0,0,0,0.1645,0,0.6091,0,0,0,0,0,0,0,0,0,0.1524,0,0
"E_outgoing",0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.1139,0,0.1592,0,0,0,0.127
"A_kind",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2488,0,0,0.1135,0,0,0.119,0,0
"C_reliable",0.0969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1186,0,0,0.1087,0,0,0,0
"N_worried",0,0,0,0,0.0681,0,0,0,0,0,0.1068,0,0,0.1585,0,0,0,0,0.1016,0,0.1915,0.1253
"self_esteem",0.1097,0,0,0,0,0,0,0,0,0,0,0.0894,0,0,0,0,0,0,0,0,0.127,0
"negEmo",0,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1077
