"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.051,0.1131,0,0,0,0,0.1285,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0.1302,0,0,0,0,0.202,0.1915,0,0.1367,0,0.0845,0.132,0,0,0,0,0,0.2216,0.1565,0.176
"C_lazy",0,0,0,0.2806,0.0628,0,0,0,0,0.133,0,0.1482,0,0.0725,0,0.0741,0,0.1554,0.2259,0,0,0.1538
"N_relaxed",0,0,0.064,0,0,0,0,0.0592,0,0,0,0,0.0156,0.044,0.0859,0.0291,0.016,0,0.0342,0,0,0.0633
"N_depressed",0.0868,0,0.0482,0,0,0.0404,0.0924,0.1032,0,0,0,0,0,0,0,0,0,0,0,0.114,0.0596,0
"E_outgoing",0.0331,0.0208,0,0,0,0.0141,0,0,0,0.0196,0.0208,0,0,0,0,0.0072,0.0073,0,0,0.036,0.0109,0.0156
"A_kind",0,0,0.1228,0,0,0,0.242,0.2503,0,0,0,0.235,0,0,0,0,0.0943,0,0,0.2174,0,0
"C_reliable",0,0,0,0,0.0468,0,0,0.1065,0,0,0,0,0,0,0,0,0,0.1312,0,0,0,0
"N_worried",0,0,0,0,0.0402,0,0,0,0,0,0,0.1163,0,0,0,0,0,0,0.1046,0.1216,0,0
"self_esteem",0,0,0,0.2733,0,0.0634,0,0,0,0,0.1037,0,0,0,0,0,0.066,0,0.1874,0,0.1009,0
"negEmo",0,0,0.1034,0,0,0,0,0,0,0,0,0.1431,0.0607,0,0,0,0,0,0,0.1715,0,0.1107
