"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0.0887,0,0,0,0,0,0.2334,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1672,0,0,0,0,0,0,0,0,0
"C_lazy",0,0,0,0.1842,0,0,0.1569,0,0.1769,0,0.2543,0,0,0.1251,0.1686,0.3295,0,0.1664,0.3386,0.1782,0,0
"N_relaxed",0,0,0,0,0,0,0,0.1683,0,0,0,0,0,0,0.1359,0,0,0,0,0,0,0
"N_depressed",0.1988,0,0.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443,0,0
"E_outgoing",0.1397,0,0,0,0,0,0.0872,0,0.1072,0,0,0,0,0,0,0.1808,0,0.0622,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0.1599,0.109,0,0.1191,0,0,0,0,0,0.1473,0,0,0,0,0
"C_reliable",0,0,0,0.2027,0.9413,0,0,0,0,0,0,0,0,0,0,0,0,0.2589,0,0,0,0
"N_worried",0,0.0745,0,0,0,0.1168,0,0,0.0938,0,0,0,0,0,0.093,0,0,0,0.1187,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1696,0,0.0729,0,0,0.1441,0
"negEmo",0,0,0.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1148,0,0.1169
