"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.3458,0,0,0,1.2177,0,0,0,0,0,0.3931,0,0,0.5283,-0.3061,0,0,0,0,0,0.345
"E_quiet",0,0,0,0.1925,0,0,0,0,0,0,0,0,-0.1108,0,0.2957,0,0,0,0,0,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3332,0,0,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846,-0.3483,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0,0,0,-0.2547,0.6117,0,0.5259,-0.3268,0,-0.3585,0.4129,0,-0.2379,0,0
"E_outgoing",0,-0.5105,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263,0,0,0,0,0,0
"A_kind",-1.4662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1964,0,0,0,0,0
"C_reliable",0,0,-0.3547,0.2096,0,0,0,0,0,0,0,0,0,0,0,0,0.2753,-0.0524,0,0,0,0
"N_worried",0,0,0.2613,0,0,0,0,0,0,0,0,0,-0.2577,0.2144,0,0,0,0,-0.4359,0,-0.2521,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5517,0,0,0,0,-0.0855,-0.4034
"negEmo",0,0,0,0,-0.201,0,0,0.2617,0.5631,0,0,0,0,0,0,0,0,0,0,0,0.2707,0.071
