"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,-0.2667,0,0.2096,0,0,-0.2198,0,0,0,0,-0.2787,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1292,0.226,0,0,0,0.2475,-0.3298,0,0,0
"C_lazy",0,0,0,0,0,-0.3194,0,0,0.5166,0,0,0,0.208,0.0843,0,0.4184,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,-0.5594,0,0,0,0,0,0.101,0,0.3994,0,0,0,0,0
"N_depressed",0.3223,0,-0.1568,0.6592,0,0,0,0,0,0,0,0,0,0.1831,0,0,0,0,0.5402,-0.35,0,0.4029
"E_outgoing",0,0,0.207,-0.1933,0,0,0,0,0,0,0,0,0,0,0,-0.2085,0,-0.513,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0.2054,0,0,0,0,0,0,0,0,-0.1442,-0.2018,0.3271,0.3405,0.2128,0
"C_reliable",0,0,0,0,0,0,0,-0.2215,0,0,0,0,0.375,0,0,0,0,0.226,0,0.1714,0,0
"N_worried",0,-0.2877,0.2898,0,0,0,0,0,0,0,0.1633,0,0,0,0,0,0,0,-0.4273,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,-0.958,-0.4655,0,0,0,0,0,-0.5143,0,0,0.2259,0
"negEmo",0,0,0,0.3318,0,0,0,0,-0.3475,0.7189,0,0,0,-0.2448,0,0,0,0,0,0,0,0.7052
