"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0,0,0,0.1047,0.1235,0.0974,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1059,0,0.1129,0,0,0,0,0.1134,0,0
"C_lazy",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1152,0,0.2149,0,0,0,0,0,0
"N_relaxed",0,0,0,0,0,0,0,0,0,0.0933,0,0,0,0,0.1166,0,0,0,0,0,0,0
"N_depressed",0,0,0,0.1111,0,0,0,0,0,0,0,0.1355,0,0,0,0,0,0,0,0.127,0,0
"E_outgoing",0,0.0837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1172,0,0,0,0,0,0
"A_kind",0,0,0,0,0,0,0,0.0817,0,0,0,0,0,0,0,0,0.1197,0,0,0,0,0
"C_reliable",0,0,0,0.0784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1296,0,0,0
"self_esteem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1144,0
"negEmo",0,0,0,0.0654,0,0,0,0.0579,0.0627,0.0622,0,0,0,0,0,0,0,0,0,0,0,0.0704
