"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0.0742,0,0,0,0,0,0,0,0,0.1232,0,0,0,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0.1307,0,0,0.1662,0.1731,0.1136,0,0,0,0,0,0,0,0.1841,0.2111
"C_lazy",0,0,0,0.1206,0,0,0.1514,0,0.1718,0,0,0,0,0.1112,0,0,0,0,0,0.137,0,0
"N_relaxed",0,0,0.0173,0,0.0119,0.0125,0,0.0233,0.0174,0,0.0393,0,0.014,0.0167,0.0286,0.0115,0,0.0157,0,0,0.0307,0
"N_depressed",0,0.1366,0.1762,0,0.0721,0,0,0,0,0,0,0.2094,0,0,0,0,0,0,0,0.1617,0.1591,0.1929
"E_outgoing",0.2472,0,0,0,0,0,0,0.179,0,0.2311,0,0,0,0,0.187,0.1078,0.1152,0.1759,0,0,0,0
"A_kind",0.2364,0.1263,0,0.1737,0,0,0,0,0,0,0,0,0,0.1284,0,0.1015,0.1051,0,0,0,0,0
"C_reliable",0.1242,0,0,0,0.0524,0,0,0.0821,0,0,0,0,0,0,0,0,0,0.0925,0,0,0.1179,0.1375
"N_worried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435,0,0,0
"self_esteem",0,0,0.0796,0.1243,0,0,0,0.0967,0.096,0,0.2222,0,0,0,0,0,0,0,0,0,0.1111,0
"negEmo",0,0,0,0,0,0,0.0889,0.0934,0,0.1481,0,0,0,0.0777,0,0,0,0,0,0,0,0.1274
