"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0.0945,0,0.0813,0.0563,0.0978,0.0745,0,0,0,0,0.1919,0.0399,0,0.0527,0,0.0853,0.064,0,0.0428,0.0562,0.0704
"E_quiet",0.5783,0,0.1478,0.1629,0.1348,0.2065,0.1837,0.1215,0.1745,0.1381,0,0.4691,0.1296,0.1181,0.1944,0,0.1486,0.178,0,0.1232,0,0
"C_lazy",0.6409,0.1837,0,0,0,0.2104,0,0,0.2217,0.2885,0,0,0.1948,0.1712,0.2359,0.1165,0.2235,0,0,0.1894,0,0
"N_relaxed",0,0.1418,0.1305,0,0.152,0,0,0.1325,0,0.2097,0.1463,0,0.1391,0,0.1705,0.1078,0.1922,0,0,0,0.129,0.1587
"N_depressed",0.2565,0.0918,0.0653,0.1049,0.0957,0.1255,0,0,0,0.0933,0.0677,0.3388,0.0807,0.0753,0,0.0607,0.0952,0.0909,0.0772,0.1269,0.127,0.0823
"E_outgoing",0,0,0,0.5672,0,0.3436,0.542,0.4086,0.2788,0,0.2462,0,0,0.3226,0.3333,0.2155,0.3826,0.4366,0,0.2701,0.3504,0.3584
"A_kind",0.799,0,0,0,0,0,0,0,0,0,0.1567,0,0,0.1242,0.1482,0,0.2175,0,0.1193,0,0.1136,0.116
"C_reliable",0.6946,0.149,0.2682,0,0.1316,0.215,0,0,0,0.304,0.2264,0,0.1665,0,0,0.1496,0.2381,0.1533,0.1572,0,0.1209,0.1535
"N_worried",0.5827,0,0,0,0.1589,0.2292,0.165,0,0.1573,0,0,0.5117,0,0.1324,0,0,0,0.1502,0.1686,0,0.1567,0
"self_esteem",0,0,2.7507,2.8755,2.643,1.2203,5.5849,0,6.9381,0,0.9748,0,0,0.9374,1.5912,0.896,0,0,4.7539,2.8033,1.678,0
"negEmo",0.8926,0,0.3307,0.2987,0,0,0,0,0.165,0.2782,0,0.6663,0,0,0,0.152,0,0.2315,0,0,0.1523,0.2172
