"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0.0204,0,0,0,0.0378,0,0,0,0.1055,0,0.0387,0,0.0194,0.0167,0,0,0,0,0
"E_quiet",0,0,0,0.0982,0,0,0,0.1941,0,0,0,0.4598,0.114,0.1798,0,0,0,0.2751,0,0,0,0
"C_lazy",0,0.0948,0,0,0,0,0,0,0,0,0,0,0,0.1539,0,0,0,0.2466,0.1633,0,0,0
"N_relaxed",0,0,0,0,0,0.1742,0,0,0,0.6829,0,0,0,0,0.1342,0.1421,0,0,0,0,0,0
"N_depressed",0,0,0,0,0,0,0,0.0378,0,0,0.0351,0,0,0,0,0,0,0,0,0.1082,0,0
"E_outgoing",0.4241,0.1207,0,0,0,0,0,0.3292,0,0,0,0,0,0,0.1285,0.0859,0.0818,0,0.1603,0.5209,0.3313,0
"A_kind",0.679,0,0,0,0,0,0.3159,0,0.7066,0.4984,0,0,0.1478,0,0,0,0.1463,0,0,0.6546,0.5051,0
"C_reliable",0,0,0,0,0,0,0,0.0701,0,0,0,0,0,0,0,0,0,0.2045,0,0,0,0
"N_worried",0,0,0,0,0.0442,0,0,0,0,0,0.0713,0,0.0486,0,0.0332,0.0377,0,0.1177,0.0998,0.2042,0.1507,0
"self_esteem",0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0.1886,0
"negEmo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733,0,0,0,0,0,0.1275
