"","A_rude","E_quiet","C_lazy","N_relaxed","E_outgoing","A_kind","C_reliable","N_worried","N_depressed","self_esteem","negEmo","A_rudelag","E_quietlag","C_lazylag","N_relaxedlag","E_outgoinglag","A_kindlag","C_reliablelag","N_worriedlag","N_depressedlag","self_esteemlag","negEmolag"
"A_rude",0,0,0,0,0,0,0,0.0816,0,0,0.0885,0.121,0,0,0.0667,0,0,0,0,0,0,0
"E_quiet",0,0,0,0,0,0,0,0,0,0,0,0,0.1249,0,0,0,0,0,0,0,0.2895,0
"C_lazy",0,0.0707,0,0,0.0353,0,0.0558,0.2112,0.1612,0.2765,0,0.1662,0.1009,0.05,0.0506,0.0534,0.1305,0,0.0318,0.0853,0.0593,0.0528
"N_relaxed",0,0,0,0,0,0,0,0,0,0.1834,0,0.2135,0,0.1118,0.1245,0,0,0.1857,0,0,0,0.1717
"N_depressed",0,0,0.1069,0.0913,0,0,0,0,0,0,0.1084,0,0,0,0,0,0.0581,0,0,0.1288,0,0
"E_outgoing",0.2434,0.0763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1108,0,0,0.1459,0,0,0
"A_kind",0,0.0908,0,0,0,0,0,0.1466,0,0,0,0.2724,0,0,0,0,0.1119,0,0.2021,0,0,0.1738
"C_reliable",0,0.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.0968,0.0878,0,0,0
"N_worried",0,0,0,0,0,0,0,0,0.2982,0.3012,0.2366,0,0,0,0.1683,0,0,0,0.1617,0,0,0
"self_esteem",0,0,0.2247,0,0,0,0.1583,0,0,0,0,0.2095,0.0919,0,0,0,0,0.1798,0,0,0.209,0.1305
"negEmo",0,0,0,0.0935,0.0946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123
